0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
-113.619384765625,121.55301666259766,-19.15105628967285,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.339378356933594,-12.28361701965332,10.973774909973145,-8.322409629821777,8.806787490844727,-3.665802001953125,0.361726850271225,0.36761870980262756,0.43998005986213684,0.24463452398777008,0.2478017657995224,0.3356154263019562,0.3645760416984558,0.43564707040786743,0.2958413064479828,0.3146337866783142,0.40656036138534546,0.38477030396461487,15.987602688701612,15.102477692088824,18.458409057377718,18.363125053822007,18.9187388027038,17.190236092452114,39.66757667158581,blues
-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199705123901367,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.90644359588623,-5.558122634887695,5.375942230224609,-2.237833023071289,0.45962226390838623,0.34987717866897583,0.3209685981273651,0.2115858793258667,0.20090791583061218,0.3310050964355469,0.3976469337940216,0.5606763362884521,0.3843792974948883,0.255473792552948,0.28495901823043823,0.3342382609844208,15.984914561002014,17.0562328248644,19.129323982388623,19.18787122800779,18.324038624421977,17.50447952941415,37.51898531757912,blues
-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975973129272461,25.741682052612305,-13.644712448120117,11.623111724853516,-11.775920867919922,9.70046615600586,-13.115348815917969,5.785763263702393,-8.89973258972168,0.2726714015007019,0.19586877524852753,0.31525424122810364,0.4081348180770874,0.5470826029777527,0.3217753767967224,0.30478695034980774,0.2885168790817261,0.3342420160770416,0.40191107988357544,0.3843080401420593,0.5881897211074829,26.33225553065585,14.191932556756637,17.706643575580642,19.417249535025636,20.344435037793545,18.314964839749916,39.035077300462454,blues
-199.46200561523438,150.09474182128906,5.649167060852051,26.87014389038086,1.755440592765808,14.2368803024292,-4.8288726806640625,9.29784870147705,-0.7531418800354004,8.147393226623535,-3.1952357292175293,6.085353851318359,-2.4761881828308105,0.34086182713508606,0.40857699513435364,0.5245686173439026,0.5470744967460632,0.6571127772331238,0.5116710662841797,0.35563045740127563,0.251690149307251,0.24638640880584717,0.31520888209342957,0.31654343008995056,0.3828551471233368,29.797804247563928,14.765636719360783,17.239783565071527,18.63621706926385,18.49075823426367,16.790485158755587,34.27801571154383,blues
-160.29185485839844,126.19576263427734,-35.602500915527344,22.151168823242188,-32.487640380859375,10.862022399902344,-23.357162475585938,0.5005233287811279,-11.804770469665527,1.2038776874542236,-13.085074424743652,-2.8098487854003906,-6.9356207847595215,0.19272667169570923,0.3172316551208496,0.39155152440071106,0.25590550899505615,0.1928039789199829,0.5305815935134888,0.2539423406124115,0.1392154097557068,0.27655506134033203,0.3243357837200165,0.5552976727485657,0.2730299234390259,17.057412884710494,15.693513459090605,19.12555886683112,20.526383065422213,20.785517461022902,19.713926518666607,37.33880412136976,blues
-177.88876342773438,118.18952941894531,-17.550729751586914,30.753101348876953,-21.732107162475586,11.898545265197754,-20.732280731201172,3.176168918609619,-8.575770378112793,-0.9401844143867493,-11.773798942565918,-2.4260759353637695,-9.342486381530762,0.23830761015415192,0.3001772165298462,0.6168901920318604,0.23552347719669342,0.12392118573188782,0.2436339408159256,0.27951210737228394,0.41132164001464844,0.24399375915527344,0.28561267256736755,0.28419914841651917,0.3658749759197235,17.47173427154148,19.563742281296186,21.294820438166678,21.350197303286826,20.782888052062248,19.40352798039331,37.94590337195688,blues
-190.17501831054688,130.29241943359375,-36.348472595214844,33.029090881347656,11.085680961608887,-0.5963724851608276,-20.882356643676758,0.2771161198616028,-6.500870704650879,-5.515623092651367,-7.8452887535095215,-3.123599052429199,-6.5957159996032715,0.42547881603240967,0.22330671548843384,0.1313037872314453,0.1526467353105545,0.2418576180934906,0.4910733699798584,0.2456035315990448,0.16917839646339417,0.2882331311702728,0.4614280164241791,0.35944870114326477,0.3073091208934784,24.761686388889366,21.07530470251667,22.20890664723946,21.261253966206972,21.647741736833122,20.145598260935973,32.880478388843535,blues
-179.42007446289062,136.4420928955078,-26.644338607788086,39.979591369628906,5.301814556121826,10.921236991882324,-20.555347442626953,8.507476806640625,-11.35435962677002,-3.4690983295440674,-8.414113998413086,-6.956976890563965,-3.5483481884002686,0.25941815972328186,0.26425817608833313,0.32541999220848083,0.21780180931091309,0.2151205837726593,0.295216828584671,0.1900440901517868,0.1808650642633438,0.26435011625289917,0.3901410400867462,0.6485509872436523,0.43658754229545593,20.215365526323623,20.094576698389947,20.711897948475954,19.629865396658026,20.705410723231054,19.60440192458332,36.12081799513814,blues
-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378906,-19.169321060180664,23.050188064575195,-11.825939178466797,21.173410415649414,-6.720290660858154,7.005018711090088,-12.739909172058105,0.31952103972435,0.3046649396419525,0.36683228611946106,0.42233848571777344,0.524003803730011,0.4506942629814148,0.493522047996521,0.3529855012893677,0.38034287095069885,0.46188274025917053,0.366482138633728,0.46470749378204346,29.493772582869763,15.129731925950475,17.020851583382814,17.03142049834697,19.69371660973148,17.621792078515444,40.62273896813749,blues
-213.20452880859375,115.154541015625,-11.720502853393555,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180814743041992,9.023638725280762,-14.101024627685547,4.283337116241455,-6.044196128845215,3.786367893218994,0.22368738055229187,0.24841243028640747,0.2733064293861389,0.4887445867061615,0.26811468601226807,0.1795714646577835,0.2677972614765167,0.22273746132850647,0.41564545035362244,0.2728808522224426,0.18116427958011627,0.2293047159910202,0.24049191176891327,14.330905860745972,17.63960709820347,21.926797282717327,20.2309716071656,18.564728908036567,18.909647349158625,36.50457567144057,blues
